"infinitive","infinitive_english","mood","mood_english","tense","tense_english","verb_english","form_1s","form_2s","form_3s","form_1p","form_2p","form_3p","gerund","gerund_english","pastparticiple","pastparticiple_english"
"peinarse","to comb one's hair; to do one's hair","Subjuntivo","Subjunctive","Pluscuamperfecto","Past Perfect","I had combed my hair","me hubiera peinado","te hubieras peinado","se hubiera peinado","nos hubieramos peinado","os hubierais peinado","se hubieran peinado","peinandose","combing my hair","peinado","combed my hair"
"peinarse","to comb one's hair; to do one's hair","Imperativo Afirmativo","Imperative Affirmative","Presente","Present","Comb my hair! Don't comb my hair!",,"peinate","peinese","peinemonos","peinaos","peinense","peinandose","combing my hair","peinado","combed my hair"
"peinarse","to comb one's hair; to do one's hair","Imperativo Negativo","Imperative Negative","Presente","Present","Comb my hair! Don't comb my hair!",,"no te peines","no se peine","no nos peinemos","no os peineis","no se peinen","peinandose","combing my hair","peinado","combed my hair"
"pelear","to fight; to brawl, scruffle","Indicativo","Indicative","Presente","Present","I fight, am fighting","peleo","peleas","pelea","peleamos","peleais","pelean","peleando","fighting","peleado","fought"
"pelear","to fight; to brawl, scruffle","Indicativo","Indicative","Futuro","Future","I will fight","peleare","pelearas","peleara","pelearemos","peleareis","pelearan","peleando","fighting","peleado","fought"
"pelear","to fight; to brawl, scruffle","Indicativo","Indicative","Imperfecto","Imperfect","I was fighting, used to fight, fought","peleaba","peleabas","peleaba","peleabamos","peleabais","peleaban","peleando","fighting","peleado","fought"
"pelear","to fight; to brawl, scruffle","Indicativo","Indicative","Preterito","Preterite","I fought","pelee","peleaste","peleó","peleamos","peleasteis","pelearon","peleando","fighting","peleado","fought"
"pelear","to fight; to brawl, scruffle","Indicativo","Indicative","Condicional","Conditional","I would fight","pelearia","pelearias","pelearia","peleariamos","peleariais","pelearian","peleando","fighting","peleado","fought"
"pelear","to fight; to brawl, scruffle","Indicativo","Indicative","Preterito perfecto","Present Perfect","I have fought","he peleado","has peleado","ha peleado","hemos peleado","habeis peleado","han peleado","peleando","fighting","peleado","fought"
"pelear","to fight; to brawl, scruffle","Indicativo","Indicative","Futuro perfecto","Future Perfect","I will have fought","habre peleado","habras peleado","habra peleado","habremos peleado","habreis peleado","habran peleado","peleando","fighting","peleado","fought"
"pelear","to fight; to brawl, scruffle","Indicativo","Indicative","Pluscuamperfecto","Past Perfect","I had fought","habia peleado","habias peleado","habia peleado","habiamos peleado","habiais peleado","habian peleado","peleando","fighting","peleado","fought"
"pelear","to fight; to brawl, scruffle","Indicativo","Indicative","Preterito anterior","Preterite (Archaic)","I had fought","hube peleado","hubiste peleado","hubo peleado","hubimos peleado","hubisteis peleado","hubieron peleado","peleando","fighting","peleado","fought"
"pelear","to fight; to brawl, scruffle","Indicativo","Indicative","Condicional perfecto","Conditional Perfect","I would have fought","habria peleado","habrias peleado","habria peleado","habriamos peleado","habriais peleado","habrian peleado","peleando","fighting","peleado","fought"
"pelear","to fight; to brawl, scruffle","Subjuntivo","Subjunctive","Presente","Present","I fight, am fighting","pelee","pelees","pelee","peleemos","peleeis","peleen","peleando","fighting","peleado","fought"
